nom_produit,marque,prix,categorie,plateforme,site_source,url_produit,note,nombre_avis,disponibilite,page
How Music Works,Dior (Simulé),37.32€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/how-music-works_979/index.html,Two,0,In stock,2
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Dior (Simulé),30.52€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,Three,0,In stock,2
Chase Me (Paris Nights #2),Dior (Simulé),25.27€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,Five,0,In stock,2
Black Dust,Dior (Simulé),34.53€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/black-dust_976/index.html,Five,0,In stock,2
Birdsong: A Story in Pictures,Dior (Simulé),54.64€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,Three,0,In stock,2
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Dior (Simulé),22.50€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,Three,0,In stock,2
Aladdin and His Wonderful Lamp,Dior (Simulé),53.13€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,Three,0,In stock,2
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Dior (Simulé),40.30€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Five,0,In stock,2
Wall and Piece,Dior (Simulé),44.18€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,Four,0,In stock,2
The Four Agreements: A Practical Guide to Personal Freedom,Dior (Simulé),17.66€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,Five,0,In stock,2
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Dior (Simulé),31.05€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,Three,0,In stock,2
The Elephant Tree,Dior (Simulé),23.82€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,Five,0,In stock,2
The Bear and the Piano,Dior (Simulé),36.89€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,One,0,In stock,2
Sophie's World,Dior (Simulé),15.94€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/sophies-world_966/index.html,Five,0,In stock,2
Penny Maybe,Dior (Simulé),33.29€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,Three,0,In stock,2
Maude (1883-1993):She Grew Up with the country,Dior (Simulé),18.02€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,Two,0,In stock,2
"In a Dark, Dark Wood",Dior (Simulé),19.63€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,One,0,In stock,2
Behind Closed Doors,Dior (Simulé),52.22€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,Four,0,In stock,2
You can't bury them all: Poems,Dior (Simulé),33.63€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,Two,0,In stock,2
Slow States of Collapse: Poems,Dior (Simulé),57.31€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,Three,0,In stock,3
Reasons to Stay Alive,Dior (Simulé),26.41€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,Two,0,In stock,3
Private Paris (Private #10),Dior (Simulé),47.61€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,Five,0,In stock,3
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Dior (Simulé),23.11€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,Five,0,In stock,3
Without Borders (Wanderlove #1),Dior (Simulé),45.07€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,Two,0,In stock,3
When We Collided,Dior (Simulé),31.77€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,One,0,In stock,3
"We Love You, Charlie Freeman",Dior (Simulé),50.27€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,Five,0,In stock,3
Untitled Collection: Sabbath Poems 2014,Dior (Simulé),14.27€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,Four,0,In stock,3
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Dior (Simulé),44.18€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,Four,0,In stock,3
Unicorn Tracks,Dior (Simulé),18.78€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,Three,0,In stock,3
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",Dior (Simulé),25.52€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,One,0,In stock,3
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Dior (Simulé),16.28€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,One,0,In stock,3
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Dior (Simulé),31.12€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Three,0,In stock,3
This One Summer,Dior (Simulé),19.49€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,Four,0,In stock,3
Thirst,Dior (Simulé),17.27€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/thirst_946/index.html,Five,0,In stock,3
The Torch Is Passed: A Harding Family Story,Dior (Simulé),19.09€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,One,0,In stock,3
The Secret of Dreadwillow Carse,Dior (Simulé),56.13€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,One,0,In stock,3
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Dior (Simulé),56.41€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,One,0,In stock,3
The Past Never Ends,Dior (Simulé),56.50€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,Four,0,In stock,3
The Natural History of Us (The Fine Art of Pretending #2),Dior (Simulé),45.22€,Parfums & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,Three,0,In stock,3
