nom_produit,marque,prix,categorie,plateforme,site_source,url_produit,note,nombre_avis,disponibilite,page
Shakespeare's Sonnets,Estée Lauder (Simulé),20.66€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html,Four,0,En stock,1
Set Me Free,Estée Lauder (Simulé),17.46€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/set-me-free_988/index.html,Five,0,En stock,1
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Estée Lauder (Simulé),52.29€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,Five,0,En stock,1
Rip it Up and Start Again,Estée Lauder (Simulé),35.02€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html,Five,0,En stock,1
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Estée Lauder (Simulé),57.25€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,Three,0,En stock,1
Olio,Estée Lauder (Simulé),23.88€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/olio_984/index.html,One,0,En stock,1
Mesaerion: The Best Science Fiction Stories 1800-1849,Estée Lauder (Simulé),37.59€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,One,0,En stock,1
Libertarianism for Beginners,Estée Lauder (Simulé),51.33€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html,Two,0,En stock,1
It's Only the Himalayas,Estée Lauder (Simulé),45.17€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html,Two,0,En stock,1
In Her Wake,Estée Lauder (Simulé),12.84€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/in-her-wake_980/index.html,One,0,En stock,2
How Music Works,Estée Lauder (Simulé),37.32€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/how-music-works_979/index.html,Two,0,En stock,2
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Estée Lauder (Simulé),30.52€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,Three,0,En stock,2
Chase Me (Paris Nights #2),Estée Lauder (Simulé),25.27€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,Five,0,En stock,2
Black Dust,Estée Lauder (Simulé),34.53€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/black-dust_976/index.html,Five,0,En stock,2
Birdsong: A Story in Pictures,Estée Lauder (Simulé),54.64€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,Three,0,En stock,2
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Estée Lauder (Simulé),22.50€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,Three,0,En stock,2
Aladdin and His Wonderful Lamp,Estée Lauder (Simulé),53.13€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,Three,0,En stock,2
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,Estée Lauder (Simulé),40.30€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Five,0,En stock,2
Wall and Piece,Estée Lauder (Simulé),44.18€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,Four,0,En stock,2
The Four Agreements: A Practical Guide to Personal Freedom,Estée Lauder (Simulé),17.66€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,Five,0,En stock,2
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Estée Lauder (Simulé),31.05€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,Three,0,En stock,2
The Elephant Tree,Estée Lauder (Simulé),23.82€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,Five,0,En stock,2
The Bear and the Piano,Estée Lauder (Simulé),36.89€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,One,0,En stock,2
Sophie's World,Estée Lauder (Simulé),15.94€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/sophies-world_966/index.html,Five,0,En stock,2
Penny Maybe,Estée Lauder (Simulé),33.29€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/penny-maybe_965/index.html,Three,0,En stock,2
Maude (1883-1993):She Grew Up with the country,Estée Lauder (Simulé),18.02€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,Two,0,En stock,2
"In a Dark, Dark Wood",Estée Lauder (Simulé),19.63€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,One,0,En stock,2
Behind Closed Doors,Estée Lauder (Simulé),52.22€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,Four,0,En stock,2
You can't bury them all: Poems,Estée Lauder (Simulé),33.63€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,Two,0,En stock,2
Slow States of Collapse: Poems,Estée Lauder (Simulé),57.31€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,Three,0,En stock,3
Reasons to Stay Alive,Estée Lauder (Simulé),26.41€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/reasons-to-stay-alive_959/index.html,Two,0,En stock,3
Private Paris (Private #10),Estée Lauder (Simulé),47.61€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,Five,0,En stock,3
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Estée Lauder (Simulé),23.11€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,Five,0,En stock,3
Without Borders (Wanderlove #1),Estée Lauder (Simulé),45.07€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,Two,0,En stock,3
When We Collided,Estée Lauder (Simulé),31.77€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/when-we-collided_955/index.html,One,0,En stock,3
"We Love You, Charlie Freeman",Estée Lauder (Simulé),50.27€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,Five,0,En stock,3
Untitled Collection: Sabbath Poems 2014,Estée Lauder (Simulé),14.27€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,Four,0,En stock,3
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Estée Lauder (Simulé),44.18€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,Four,0,En stock,3
Unicorn Tracks,Estée Lauder (Simulé),18.78€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,Three,0,En stock,3
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",Estée Lauder (Simulé),25.52€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,One,0,En stock,3
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Estée Lauder (Simulé),16.28€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,One,0,En stock,3
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Estée Lauder (Simulé),31.12€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Three,0,En stock,3
This One Summer,Estée Lauder (Simulé),19.49€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/this-one-summer_947/index.html,Four,0,En stock,3
Thirst,Estée Lauder (Simulé),17.27€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/thirst_946/index.html,Five,0,En stock,3
The Torch Is Passed: A Harding Family Story,Estée Lauder (Simulé),19.09€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,One,0,En stock,3
The Secret of Dreadwillow Carse,Estée Lauder (Simulé),56.13€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,One,0,En stock,3
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",Estée Lauder (Simulé),56.41€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,One,0,En stock,3
The Past Never Ends,Estée Lauder (Simulé),56.50€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,Four,0,En stock,3
The Natural History of Us (The Fine Art of Pretending #2),Estée Lauder (Simulé),45.22€,Luxe & Cosmétiques,E-commerce,Books to Scrape,https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,Three,0,En stock,3
